Hour,Minute,Second,Lon,Lat,Speed,SpeedDirection,HeadingDirection,,,,,,,,,,,
4,44,59.2,177698.3319,2500798.335,0.002,0,265.15,,,,,,,,,,,
4,44,59.4,177698.3319,2500798.335,0.017,180.306,264.924,,,,,,,,,,,
4,44,59.6,177698.3319,2500798.335,0.007,0,265.009,,,,,,,,,,,
4,44,59.8,177698.3318,2500798.335,0.003,0,264.876,,,,,,,,,,,
4,45,0,177698.3318,2500798.335,0.003,0,265.006,,,,,,,,,,,
4,45,0.2,177698.3318,2500798.335,0.008,0,264.696,,,,,,,,,,,
4,45,0.4,177698.3317,2500798.335,0.007,0,264.572,,,,,,,,,,,
4,45,0.6,177698.3317,2500798.336,0.014,143.367,264.781,,,,,,,,,,,
4,45,0.8,177698.3317,2500798.336,0.018,70.331,264.639,,,,,,,,,,,
4,45,1,177698.3316,2500798.336,0.015,139.235,264.616,,,,,,,,,,,
4,45,1.2,177698.3316,2500798.336,0.012,206.23,264.733,,,,,,,,,,,
4,45,1.4,177698.3316,2500798.336,0.007,0,264.639,,,,,,,,,,,
4,45,1.6,177698.3316,2500798.336,0.014,156.834,264.58,,,,,,,,,,,
4,45,1.8,177698.3315,2500798.336,0.007,0,264.612,,,,,,,,,,,
4,45,2,177698.3315,2500798.336,0.008,0,264.645,,,,,,,,,,,
4,45,2.2,177698.3315,2500798.336,0.007,0,264.59,,,,,,,,,,,
4,45,2.4,177698.3315,2500798.336,0.009,0,264.407,,,,,,,,,,,
4,45,2.6,177698.3314,2500798.337,0.005,0,264.374,,,,,,,,,,,
4,45,2.8,177698.3314,2500798.337,0.008,0,264.541,,,,,,,,,,,
4,45,3,177698.3314,2500798.337,0.012,46.404,264.306,,,,,,,,,,,
4,45,3.2,177698.3314,2500798.337,0.009,0,264.546,,,,,,,,,,,
4,45,3.4,177698.3314,2500798.337,0.015,188.045,264.317,,,,,,,,,,,
4,45,3.6,177698.3314,2500798.337,0.023,206.067,264.281,,,,,,,,,,,
4,45,3.8,177698.3313,2500798.337,0.03,221.225,264.384,,,,,,,,,,,
4,45,4,177698.3313,2500798.337,0.033,208.999,264.462,,,,,,,,,,,
4,45,4.2,177698.3313,2500798.337,0.034,208.176,264.477,,,,,,,,,,,
4,45,4.4,177698.3313,2500798.337,0.011,193.742,264.264,,,,,,,,,,,
4,45,4.6,177698.3312,2500798.338,0.008,0,264.533,,,,,,,,,,,
4,45,4.8,177698.3312,2500798.338,0.003,0,264.303,,,,,,,,,,,
4,45,5,177698.3312,2500798.338,0.008,0,264.46,,,,,,,,,,,
4,45,5.2,177698.3312,2500798.338,0.017,348.512,264.258,,,,,,,,,,,
4,45,5.4,177698.3312,2500798.338,0.012,325.96,264.4,,,,,,,,,,,
4,45,5.6,177698.3311,2500798.338,0.019,302.502,264.366,,,,,,,,,,,
4,45,5.8,177698.3311,2500798.338,0.016,334.747,264.415,,,,,,,,,,,
4,45,6,177698.3311,2500798.338,0.018,310.762,264.57,,,,,,,,,,,
4,45,6.2,177698.3311,2500798.338,0.004,0,264.371,,,,,,,,,,,
4,45,6.4,177698.331,2500798.338,0.013,216.101,264.491,,,,,,,,,,,
4,45,6.6,177698.331,2500798.339,0.008,0,264.329,,,,,,,,,,,
4,45,6.8,177698.331,2500798.339,0.022,180.165,264.457,,,,,,,,,,,
4,45,7,177698.331,2500798.339,0.034,168.62,264.343,,,,,,,,,,,
4,45,7.2,177698.331,2500798.339,0.027,170.942,264.442,,,,,,,,,,,
4,45,7.4,177698.3309,2500798.339,0.029,171.783,264.552,,,,,,,,,,,
4,45,7.6,177698.3309,2500798.339,0.015,180.44,264.598,,,,,,,,,,,
4,45,7.8,177698.3309,2500798.339,0.019,236.692,264.501,,,,,,,,,,,
4,45,8,177698.3309,2500798.339,0.018,280.533,264.54,,,,,,,,,,,
4,45,8.2,177698.3308,2500798.339,0.024,271.092,264.556,,,,,,,,,,,
4,45,8.4,177698.3308,2500798.339,0.034,320.844,264.54,,,,,,,,,,,
4,45,8.6,177698.3308,2500798.34,0.044,329.053,264.707,,,,,,,,,,,
4,45,8.8,177698.3307,2500798.34,0.042,335.873,264.535,,,,,,,,,,,
4,45,9,177698.3307,2500798.34,0.027,349.03,264.627,,,,,,,,,,,
4,45,9.2,177698.3307,2500798.34,0.023,354.819,264.781,,,,,,,,,,,
4,45,9.4,177698.3306,2500798.34,0.012,8.399,264.671,,,,,,,,,,,
4,45,9.6,177698.3306,2500798.34,0.009,0,264.67,,,,,,,,,,,
4,45,9.8,177698.3306,2500798.34,0.009,0,264.662,,,,,,,,,,,
4,45,10,177698.3305,2500798.34,0.011,166.019,264.733,,,,,,,,,,,
4,45,10.2,177698.3305,2500798.34,0.034,177.464,264.563,,,,,,,,,,,
4,45,10.4,177698.3305,2500798.341,0.038,187.089,264.444,,,,,,,,,,,
4,45,10.6,177698.3304,2500798.341,0.022,178.804,264.475,,,,,,,,,,,
4,45,10.8,177698.3304,2500798.341,0.024,193.773,264.532,,,,,,,,,,,
4,45,11,177698.3304,2500798.341,0.021,210.158,264.515,,,,,,,,,,,
4,45,11.2,177698.3304,2500798.341,0.02,246.79,264.453,,,,,,,,,,,
4,45,11.4,177698.3303,2500798.341,0.025,270.259,264.634,,,,,,,,,,,
4,45,11.6,177698.3303,2500798.341,0.019,275.318,264.422,,,,,,,,,,,
4,45,11.8,177698.3302,2500798.341,0.01,272.085,264.442,,,,,,,,,,,
4,45,12,177698.3302,2500798.341,0.005,0,264.428,,,,,,,,,,,
4,45,12.2,177698.3302,2500798.342,0.011,113.267,264.485,,,,,,,,,,,
4,45,12.4,177698.3301,2500798.342,0.013,27.884,264.616,,,,,,,,,,,
4,45,12.6,177698.3301,2500798.342,0.03,41.421,264.43,,,,,,,,,,,
4,45,12.8,177698.3301,2500798.342,0.03,26.888,264.357,,,,,,,,,,,
4,45,13,177698.33,2500798.342,0.019,357.671,264.472,,,,,,,,,,,
4,45,13.2,177698.33,2500798.342,0.026,345.432,264.577,,,,,,,,,,,
4,45,13.4,177698.33,2500798.342,0.018,345.247,264.389,,,,,,,,,,,
4,45,13.6,177698.33,2500798.342,0.007,0,264.442,,,,,,,,,,,
4,45,13.8,177698.3299,2500798.342,0.015,283.308,264.49,,,,,,,,,,,
4,45,14,177698.3299,2500798.343,0.01,0,264.668,,,,,,,,,,,
4,45,14.2,177698.3299,2500798.343,0.012,215.411,264.235,,,,,,,,,,,
4,45,14.4,177698.3299,2500798.343,0.015,222.432,264.422,,,,,,,,,,,
4,45,14.6,177698.3299,2500798.343,0.016,186.474,264.599,,,,,,,,,,,
4,45,14.8,177698.3298,2500798.343,0.015,197.187,264.561,,,,,,,,,,,
4,45,15,177698.3298,2500798.343,0.021,158.711,264.649,,,,,,,,,,,
4,45,15.2,177698.3298,2500798.343,0.005,0,264.505,,,,,,,,,,,
4,45,15.4,177698.3298,2500798.343,0.011,78.657,264.521,,,,,,,,,,,
4,45,15.6,177698.3298,2500798.343,0.011,73.206,264.415,,,,,,,,,,,
4,45,15.8,177698.3298,2500798.343,0.005,0,264.409,,,,,,,,,,,
4,45,16,177698.3298,2500798.344,0.006,0,264.477,,,,,,,,,,,
4,45,16.2,177698.3298,2500798.344,0.009,0,264.563,,,,,,,,,,,
4,45,16.4,177698.3298,2500798.344,0.01,285.293,264.53,,,,,,,,,,,
4,45,16.6,177698.3298,2500798.344,0.006,0,264.561,,,,,,,,,,,
4,45,16.8,177698.3298,2500798.344,0.009,0,264.65,,,,,,,,,,,
4,45,17,177698.3298,2500798.344,0.03,326.063,264.589,,,,,,,,,,,
4,45,17.2,177698.3298,2500798.344,0.03,349.437,264.548,,,,,,,,,,,
4,45,17.4,177698.3298,2500798.344,0.034,347.033,264.484,,,,,,,,,,,
4,45,17.6,177698.3298,2500798.344,0.022,348.259,264.571,,,,,,,,,,,
4,45,17.8,177698.3298,2500798.344,0.009,0,264.707,,,,,,,,,,,
4,45,18,177698.3298,2500798.344,0.022,57.251,264.564,,,,,,,,,,,
4,45,18.2,177698.3298,2500798.345,0.014,166.372,264.972,,,,,,,,,,,
4,45,18.4,177698.3298,2500798.345,0.023,157.46,264.827,,,,,,,,,,,
4,45,18.6,177698.3298,2500798.345,0.022,140.967,264.614,,,,,,,,,,,
4,45,18.8,177698.3298,2500798.345,0.021,146.567,264.538,,,,,,,,,,,
4,45,19,177698.3298,2500798.345,0.024,142.304,264.54,,,,,,,,,,,
4,45,19.2,177698.3298,2500798.345,0.019,143.018,264.364,,,,,,,,,,,
4,45,19.4,177698.3299,2500798.345,0.027,141.178,264.497,,,,,,,,,,,
4,45,19.6,177698.3299,2500798.345,0.009,0,264.35,,,,,,,,,,,
4,45,19.8,177698.3299,2500798.345,0.008,0,264.408,,,,,,,,,,,
4,45,20,177698.3299,2500798.345,0.02,199.802,264.629,,,,,,,,,,,
4,45,20.2,177698.33,2500798.345,0.021,211.758,264.429,,,,,,,,,,,
4,45,20.4,177698.33,2500798.345,0.025,212.66,264.617,,,,,,,,,,,
4,45,20.6,177698.33,2500798.346,0.017,224.279,264.477,,,,,,,,,,,
4,45,20.8,177698.33,2500798.346,0.011,267.766,264.648,,,,,,,,,,,
4,45,21,177698.33,2500798.346,0.003,0,264.656,,,,,,,,,,,
4,45,21.2,177698.3301,2500798.346,0.014,16.142,264.571,,,,,,,,,,,
4,45,21.4,177698.3301,2500798.346,0.021,7.093,264.643,,,,,,,,,,,
4,45,21.6,177698.3301,2500798.346,0.013,19.621,264.62,,,,,,,,,,,
4,45,21.8,177698.3301,2500798.346,0.012,12.204,264.74,,,,,,,,,,,
4,45,22,177698.3301,2500798.346,0.009,0,264.565,,,,,,,,,,,
4,45,22.2,177698.3302,2500798.346,0.01,108.245,264.698,,,,,,,,,,,
4,45,22.4,177698.3302,2500798.346,0.007,0,264.653,,,,,,,,,,,
4,45,22.6,177698.3302,2500798.346,0.012,186.924,264.869,,,,,,,,,,,
4,45,22.8,177698.3303,2500798.346,0.014,218.644,264.628,,,,,,,,,,,
4,45,23,177698.3303,2500798.346,0.033,200.823,264.842,,,,,,,,,,,
4,45,23.2,177698.3303,2500798.346,0.04,188.37,264.816,,,,,,,,,,,
4,45,23.4,177698.3303,2500798.347,0.046,181.842,264.678,,,,,,,,,,,
4,45,23.6,177698.3304,2500798.347,0.048,181.269,264.845,,,,,,,,,,,
4,45,23.8,177698.3304,2500798.347,0.037,170.062,264.779,,,,,,,,,,,
4,45,24,177698.3304,2500798.347,0.022,151.557,264.846,,,,,,,,,,,
4,45,24.2,177698.3304,2500798.347,0.023,175.478,264.939,,,,,,,,,,,
4,45,24.4,177698.3305,2500798.347,0.014,186.333,264.651,,,,,,,,,,,
4,45,24.6,177698.3305,2500798.347,0.01,195.178,264.864,,,,,,,,,,,
4,45,24.8,177698.3305,2500798.347,0.005,0,264.859,,,,,,,,,,,
4,45,25,177698.3306,2500798.347,0.005,0,264.789,,,,,,,,,,,
4,45,25.2,177698.3306,2500798.347,0.003,0,264.815,,,,,,,,,,,
4,45,25.4,177698.3306,2500798.347,0.027,19.878,265.035,,,,,,,,,,,
4,45,25.6,177698.3307,2500798.347,0.015,7.797,264.821,,,,,,,,,,,
4,45,25.8,177698.3307,2500798.347,0.018,351.462,264.918,,,,,,,,,,,
4,45,26,177698.3307,2500798.347,0.021,343.849,264.835,,,,,,,,,,,
4,45,26.2,177698.3308,2500798.347,0.008,0,264.774,,,,,,,,,,,
4,45,26.4,177698.3308,2500798.347,0.007,0,264.747,,,,,,,,,,,
4,45,26.6,177698.3309,2500798.347,0.008,0,264.794,,,,,,,,,,,
4,45,26.8,177698.3309,2500798.348,0.023,187.376,264.637,,,,,,,,,,,
4,45,27,177698.3309,2500798.348,0.027,196.407,264.744,,,,,,,,,,,
4,45,27.2,177698.331,2500798.348,0.028,184.208,264.919,,,,,,,,,,,
4,45,27.4,177698.331,2500798.348,0.027,179.677,264.86,,,,,,,,,,,
4,45,27.6,177698.331,2500798.348,0.016,168.285,264.857,,,,,,,,,,,
4,45,27.8,177698.3311,2500798.348,0.017,148.613,264.765,,,,,,,,,,,
4,45,28,177698.3311,2500798.348,0.008,0,264.977,,,,,,,,,,,
4,45,28.2,177698.3311,2500798.348,0.013,345.562,264.946,,,,,,,,,,,
4,45,28.4,177698.3312,2500798.348,0.011,329.892,264.801,,,,,,,,,,,
4,45,28.6,177698.3312,2500798.348,0.02,325.987,264.873,,,,,,,,,,,
4,45,28.8,177698.3313,2500798.348,0.017,342.993,264.671,,,,,,,,,,,
4,45,29,177698.3313,2500798.348,0.017,358.126,264.712,,,,,,,,,,,
4,45,29.2,177698.3314,2500798.348,0.015,335.575,264.68,,,,,,,,,,,
4,45,29.4,177698.3314,2500798.348,0.019,359.361,264.833,,,,,,,,,,,
4,45,29.6,177698.3314,2500798.348,0.02,356.742,264.755,,,,,,,,,,,
4,45,29.8,177698.3315,2500798.348,0.008,0,264.613,,,,,,,,,,,
4,45,30,177698.3315,2500798.348,0.006,0,264.736,,,,,,,,,,,
4,45,30.2,177698.3315,2500798.348,0.006,0,264.566,,,,,,,,,,,
4,45,30.4,177698.3316,2500798.349,0.012,19.782,264.608,,,,,,,,,,,
4,45,30.6,177698.3316,2500798.349,0.01,0,264.439,,,,,,,,,,,
4,45,30.8,177698.3317,2500798.349,0.013,238.021,264.703,,,,,,,,,,,
4,45,31,177698.3317,2500798.349,0.02,246.392,264.54,,,,,,,,,,,
4,45,31.2,177698.3317,2500798.349,0.022,222.575,264.901,,,,,,,,,,,
4,45,31.4,177698.3318,2500798.349,0.011,232.004,264.878,,,,,,,,,,,
4,45,31.6,177698.3318,2500798.349,0.018,215.118,264.971,,,,,,,,,,,
4,45,31.8,177698.3318,2500798.349,0.007,0,264.888,,,,,,,,,,,
4,45,32,177698.3319,2500798.349,0.016,236.089,264.897,,,,,,,,,,,
4,45,32.2,177698.3319,2500798.349,0.016,183.543,264.707,,,,,,,,,,,
4,45,32.4,177698.3319,2500798.349,0.007,0,264.784,,,,,,,,,,,
4,45,32.6,177698.332,2500798.349,0.018,345.814,264.835,,,,,,,,,,,
4,45,32.8,177698.332,2500798.349,0.021,14.442,264.772,,,,,,,,,,,
4,45,33,177698.332,2500798.349,0.035,359.029,264.845,,,,,,,,,,,
4,45,33.2,177698.3321,2500798.349,0.032,350.755,264.685,,,,,,,,,,,
4,45,33.4,177698.3321,2500798.349,0.028,324.047,264.875,,,,,,,,,,,
4,45,33.6,177698.3321,2500798.35,0.043,320.164,264.947,,,,,,,,,,,
4,45,33.8,177698.3322,2500798.35,0.025,315.121,264.856,,,,,,,,,,,
4,45,34,177698.3322,2500798.35,0.018,305.452,265.075,,,,,,,,,,,
4,45,34.2,177698.3322,2500798.35,0.007,0,264.937,,,,,,,,,,,
4,45,34.4,177698.3322,2500798.35,0.018,197.497,265.026,,,,,,,,,,,
4,45,34.6,177698.3322,2500798.35,0.023,210.003,264.882,,,,,,,,,,,
4,45,34.8,177698.3322,2500798.35,0.023,187.842,264.947,,,,,,,,,,,
4,45,35,177698.3323,2500798.35,0.022,145.556,264.826,,,,,,,,,,,
4,45,35.2,177698.3323,2500798.35,0.02,151.939,264.909,,,,,,,,,,,
4,45,35.4,177698.3323,2500798.35,0.026,165.794,264.896,,,,,,,,,,,
4,45,35.6,177698.3323,2500798.35,0.024,180.266,264.845,,,,,,,,,,,
4,45,35.8,177698.3324,2500798.35,0.011,196.365,264.853,,,,,,,,,,,
4,45,36,177698.3324,2500798.35,0.012,210.279,264.525,,,,,,,,,,,
4,45,36.2,177698.3324,2500798.351,0.019,309.58,265,,,,,,,,,,,
4,45,36.4,177698.3324,2500798.351,0.028,354.88,264.729,,,,,,,,,,,
4,45,36.6,177698.3325,2500798.351,0.032,349.29,264.91,,,,,,,,,,,
4,45,36.8,177698.3325,2500798.351,0.039,338.715,264.926,,,,,,,,,,,
4,45,37,177698.3325,2500798.351,0.027,352.854,264.953,,,,,,,,,,,
4,45,37.2,177698.3326,2500798.351,0.03,344.962,264.938,,,,,,,,,,,
4,45,37.4,177698.3326,2500798.351,0.021,340.753,264.79,,,,,,,,,,,
4,45,37.6,177698.3326,2500798.351,0.014,324.894,264.803,,,,,,,,,,,
4,45,37.8,177698.3326,2500798.351,0.014,295.532,264.73,,,,,,,,,,,
4,45,38,177698.3327,2500798.351,0.002,0,264.755,,,,,,,,,,,
4,45,38.2,177698.3327,2500798.351,0.005,0,264.641,,,,,,,,,,,
4,45,38.4,177698.3327,2500798.352,0.003,0,264.677,,,,,,,,,,,
4,45,38.6,177698.3327,2500798.352,0.007,0,264.762,,,,,,,,,,,
4,45,38.8,177698.3327,2500798.352,0.018,162.355,264.851,,,,,,,,,,,
4,45,39,177698.3328,2500798.352,0.008,0,264.648,,,,,,,,,,,
4,45,39.2,177698.3328,2500798.352,0.015,148.398,264.735,,,,,,,,,,,
4,45,39.4,177698.3328,2500798.352,0.001,0,264.847,,,,,,,,,,,
4,45,39.6,177698.3328,2500798.352,0.003,0,264.633,,,,,,,,,,,
4,45,39.8,177698.3329,2500798.352,0.006,0,264.714,,,,,,,,,,,
4,45,40,177698.3329,2500798.352,0.008,0,264.539,,,,,,,,,,,
4,45,40.2,177698.3329,2500798.352,0.001,0,264.917,,,,,,,,,,,
4,45,40.4,177698.3329,2500798.352,0.015,307.864,264.963,,,,,,,,,,,
4,45,40.6,177698.333,2500798.352,0.007,0,264.763,,,,,,,,,,,
4,45,40.8,177698.333,2500798.353,0.004,0,264.721,,,,,,,,,,,
4,45,41,177698.333,2500798.353,0.009,0,264.732,,,,,,,,,,,
4,45,41.2,177698.333,2500798.353,0.014,290.92,264.711,,,,,,,,,,,
4,45,41.4,177698.333,2500798.353,0.008,0,264.585,,,,,,,,,,,
4,45,41.6,177698.3331,2500798.353,0.008,0,264.589,,,,,,,,,,,
4,45,41.8,177698.3331,2500798.353,0.007,0,264.596,,,,,,,,,,,
4,45,42,177698.3331,2500798.353,0.018,62.659,264.655,,,,,,,,,,,
4,45,42.2,177698.3331,2500798.353,0.014,93.165,264.515,,,,,,,,,,,
4,45,42.4,177698.3331,2500798.353,0.02,82.681,264.601,,,,,,,,,,,
4,45,42.6,177698.3332,2500798.353,0.01,0,264.707,,,,,,,,,,,
4,45,42.8,177698.3332,2500798.353,0.007,0,264.463,,,,,,,,,,,
4,45,43,177698.3332,2500798.354,0.019,184.47,264.482,,,,,,,,,,,
4,45,43.2,177698.3332,2500798.354,0.027,208.809,264.491,,,,,,,,,,,
4,45,43.4,177698.3333,2500798.354,0.019,211.962,264.721,,,,,,,,,,,
4,45,43.6,177698.3333,2500798.354,0.01,234.711,264.445,,,,,,,,,,,
4,45,43.8,177698.3333,2500798.354,0.006,0,264.497,,,,,,,,,,,
4,45,44,177698.3334,2500798.354,0.005,0,264.531,,,,,,,,,,,
4,45,44.2,177698.3334,2500798.354,0.004,0,264.566,,,,,,,,,,,
4,45,44.4,177698.3334,2500798.354,0.008,0,264.645,,,,,,,,,,,
4,45,44.6,177698.3334,2500798.354,0.01,298.55,264.38,,,,,,,,,,,
4,45,44.8,177698.3335,2500798.354,0.007,0,264.654,,,,,,,,,,,
4,45,45,177698.3335,2500798.354,0.011,241.837,264.374,,,,,,,,,,,
